#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
         444    -6.61386    -6.63972   0.0199758
         445    -6.61169    -6.63966    0.019931
         446    -6.60921    -6.63959   0.0198865
         447    -6.60737    -6.63952   0.0198421
         448    -6.60586    -6.63944    0.019798
         449    -6.60371    -6.63937    0.019754
         450    -6.60188    -6.63928   0.0197103
         451    -6.60039     -6.6392   0.0196668
         452    -6.59891    -6.63911   0.0196235
         453    -6.59744    -6.63901   0.0195804
         454    -6.59566    -6.63892   0.0195375
         455    -6.59421    -6.63882   0.0194948
         456    -6.59213    -6.63872   0.0194523
         457    -6.59071    -6.63861     0.01941
         458    -6.58899     -6.6385   0.0193679
         459    -6.58664    -6.63839   0.0193261
         460    -6.58528    -6.63828   0.0192844
         461    -6.58329    -6.63816    0.019243
         462    -6.58166    -6.63803   0.0192017
         463    -6.58004    -6.63791   0.0191606
         464    -6.57845    -6.63778   0.0191198
         465    -6.57624    -6.63765   0.0190791
         466    -6.57503    -6.63751   0.0190386
         467    -6.57417    -6.63738   0.0189983
         468    -6.57303    -6.63724   0.0189582
         469    -6.57159     -6.6371   0.0189183
         470     -6.5705    -6.63696   0.0188786
         471     -6.5701    -6.63682   0.0188391
         472    -6.56877    -6.63667   0.0187997
         473    -6.56746    -6.63653   0.0187605
         474    -6.56588    -6.63638   0.0187215
         475    -6.56465    -6.63623   0.0186827
         476    -6.56346    -6.63607   0.0186441
         477    -6.56167    -6.63592   0.0186057
         478    -6.56024    -6.63576   0.0185674
         479    -6.55886     -6.6356   0.0185294
         480    -6.55784    -6.63544   0.0184915
         481    -6.55719    -6.63528   0.0184537
         482    -6.55691    -6.63511   0.0184162
         483    -6.55571    -6.63495   0.0183788
         484    -6.55423    -6.63478   0.0183416
         485    -6.55311    -6.63461   0.0183045
         486    -6.55172    -6.63444   0.0182676
         487    -6.55167    -6.63427   0.0182309
         488    -6.55135     -6.6341   0.0181944
         489    -6.55075    -6.63393    0.018158
         490    -6.55053    -6.63376   0.0181217
         491    -6.54938    -6.63359   0.0180856
         492     -6.5486    -6.63342   0.0180497
         493     -6.5495    -6.63325   0.0180139
         494    -6.54914    -6.63308   0.0179782
         495    -6.54852    -6.63291   0.0179427
         496    -6.54828    -6.63274   0.0179073
         497    -6.54808    -6.63257   0.0178721
         498    -6.54794     -6.6324    0.017837
         499    -6.54785    -6.63223   0.0178021
         500    -6.54781    -6.63206   0.0177673
         501     -6.5475    -6.63189   0.0177326
         502    -6.54757    -6.63172   0.0176981
         503    -6.54801    -6.63155   0.0176637
         504    -6.54851    -6.63139   0.0176294
         505    -6.54906    -6.63123   0.0175953
         506    -6.54967    -6.63106   0.0175612
         507    -6.55033    -6.63091   0.0175273
         508    -6.55039    -6.63075   0.0174935
         509    -6.55051    -6.63059   0.0174599
         510    -6.55101    -6.63043   0.0174263
         511     -6.5506    -6.63028   0.0173929
         512    -6.55186    -6.63012   0.0173596
         513    -6.55252    -6.62997   0.0173264
         514    -6.55389    -6.62982   0.0172934
         515    -6.55435    -6.62968   0.0172604
         516    -6.55519    -6.62953   0.0172276
         517    -6.55543    -6.62939   0.0171948
         518    -6.55638    -6.62925   0.0171622
         519    -6.55706    -6.62911   0.0171297
         520    -6.55844    -6.62897   0.0170973
         521    -6.55955    -6.62884    0.017065
         522    -6.56071    -6.62871   0.0170328
         523    -6.56161    -6.62858   0.0170007
         524    -6.56256    -6.62846   0.0169688
         525    -6.56388    -6.62833   0.0169369
         526    -6.56493    -6.62821   0.0169051
         527    -6.56636     -6.6281   0.0168734
         528    -6.56816    -6.62798   0.0168419
         529    -6.56968    -6.62787   0.0168104
         530    -6.57094    -6.62776    0.016779
         531    -6.57191    -6.62766   0.0167477
         532    -6.57326    -6.62756   0.0167166
         533    -6.57497    -6.62746   0.0166855
         534    -6.57738    -6.62736   0.0166545
         535    -6.57919    -6.62727   0.0166236
         536    -6.58071    -6.62719   0.0165928
         537    -6.58291    -6.62711   0.0165622
         538    -6.58451    -6.62703   0.0165316
         539    -6.58679    -6.62695   0.0165011
         540    -6.58877    -6.62688   0.0164707
