#     BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
         467    -469.905    -1048.71     36.0446
         468     -469.19    -1047.47     35.9889
         469    -468.665    -1046.23     35.9333
         470    -468.138       -1045     35.8779
         471    -467.609    -1043.78     35.8226
         472    -466.983    -1042.56     35.7676
         473    -466.553    -1041.34     35.7127
         474    -466.028    -1040.12      35.658
         475    -465.409    -1038.91     35.6034
         476    -464.698    -1037.71     35.5491
         477    -464.188    -1036.51     35.4949
         478     -463.49    -1035.31     35.4408
         479    -462.899    -1034.11      35.387
         480     -462.22    -1032.92     35.3333
         481    -461.553    -1031.73     35.2798
         482    -461.191    -1030.55     35.2265
         483    -460.551    -1029.37     35.1733
         484     -459.83    -1028.19     35.1203
         485     -459.32    -1027.02     35.0675
         486    -458.537    -1025.85     35.0148
         487     -457.87    -1024.68     34.9623
         488    -457.517    -1023.52       34.91
         489    -456.991    -1022.36     34.8578
         490    -456.391    -1021.21     34.8058
         491     -456.01    -1020.06      34.754
         492    -455.656    -1018.91     34.7023
         493     -455.23    -1017.77     34.6507
         494    -454.834    -1016.63     34.5993
         495    -454.564    -1015.49      34.548
         496    -454.228    -1014.36     34.4969
         497    -454.119    -1013.23     34.4459
         498    -453.849    -1012.11      34.395
         499    -453.613    -1010.99     34.3443
         500     -453.51    -1009.87     34.2937
         501    -453.444    -1008.76     34.2433
         502    -453.417    -1007.66     34.1929
         503    -453.428    -1006.55     34.1427
         504    -453.674    -1005.46     34.0925
         505    -453.864    -1004.37     34.0425
         506    -453.706    -1003.28     33.9926
         507    -453.494    -1002.19     33.9429
         508    -453.424    -1001.11     33.8933
         509    -453.691    -1000.04     33.8437
         510    -454.003    -998.967     33.7943
         511    -454.264    -997.901      33.745
         512    -454.767     -996.84     33.6957
         513    -455.221    -995.784     33.6466
         514     -455.82    -994.734     33.5975
         515     -456.37    -993.688     33.5485
         516     -456.97    -992.648     33.4996
         517    -457.619    -991.613     33.4508
         518    -458.318    -990.584     33.4021
         519    -459.165     -989.56     33.3534
         520    -460.161    -988.542     33.3048
         521    -461.012    -987.529     33.2563
         522    -462.011    -986.522     33.2078
         523    -462.866    -985.521     33.1594
         524    -463.771    -984.525     33.1111
         525    -464.726    -983.535     33.0628
         526    -465.732    -982.551     33.0146
         527    -466.982    -981.573     32.9664
         528    -468.088      -980.6     32.9183
         529    -469.242    -979.633     32.8703
         530    -470.542    -978.673     32.8223
         531    -471.987    -977.719     32.7744
         532    -473.283    -976.771     32.7265
         533    -474.821    -975.829     32.6786
         534    -476.403    -974.894     32.6308
         535    -477.932    -973.965      32.583
         536    -479.601    -973.042     32.5353
         537     -481.02    -972.126     32.4876
         538     -482.48    -971.216       32.44
         539    -484.174    -970.312     32.3924
         540    -485.906    -969.415     32.3448
         541    -487.674    -968.525     32.2973
         542    -489.477    -967.641     32.2498
         543    -491.216    -966.764     32.2023
         544     -492.89    -965.892     32.1549
         545    -494.789    -965.028     32.1075
         546    -496.619     -964.17     32.0602
         547    -498.671    -963.319     32.0129
         548    -500.554    -962.475     31.9656
         549    -502.656    -961.637     31.9183
         550    -504.974    -960.807     31.8711
         551     -507.02    -959.983     31.8239
         552    -509.084    -959.166     31.7767
