#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
         659    0.608792    0.670577  0.00736332
         660    0.608344    0.670483  0.00735276
         661    0.607885    0.670388  0.00734225
         662    0.607414    0.670293  0.00733177
         663    0.606933    0.670198  0.00732134
         664    0.606441    0.670102  0.00731094
         665    0.605939    0.670005  0.00730058
         666    0.605426    0.669908  0.00729027
         667    0.604903    0.669811  0.00727999
         668     0.60437    0.669713  0.00726975
         669    0.603828    0.669614  0.00725955
         670    0.603276    0.669515  0.00724939
         671    0.602715    0.669416  0.00723927
         672    0.602144    0.669316  0.00722919
         673    0.601565    0.669215  0.00721915
         674    0.600977    0.669114  0.00720915
         675     0.60038    0.669012  0.00719919
         676    0.599775    0.668909  0.00718926
         677    0.599161    0.668806  0.00717938
         678    0.598539    0.668703  0.00716954
         679    0.597909    0.668599  0.00715974
         680    0.597271    0.668494  0.00714998
         681    0.596626    0.668388  0.00714026
         682    0.595972    0.668282  0.00713058
         683    0.595312    0.668175  0.00712094
         684    0.594644    0.668068  0.00711134
         685     0.59397    0.667959  0.00710178
         686     0.59329    0.667851  0.00709226
         687    0.592602    0.667741  0.00708279
         688    0.591909    0.667631  0.00707335
         689    0.591209     0.66752  0.00706395
         690    0.590504    0.667408   0.0070546
         691    0.589794    0.667296  0.00704528
         692    0.589078    0.667183  0.00703601
         693    0.588357    0.667069  0.00702677
         694    0.587631    0.666955  0.00701758
         695    0.586901     0.66684  0.00700843
         696    0.586166    0.666724  0.00699932
         697    0.585428    0.666607  0.00699025
         698    0.584685     0.66649  0.00698122
         699    0.583939    0.666372  0.00697223
         700    0.583189    0.666253  0.00696328
         701    0.582437    0.666133  0.00695437
         702    0.581681    0.666013  0.00694551
         703    0.580922    0.665892  0.00693668
         704    0.580161     0.66577   0.0069279
         705    0.579398    0.665648  0.00691916
         706    0.578633    0.665524  0.00691045
         707    0.577867      0.6654  0.00690179
         708      0.5771    0.665276  0.00689317
         709    0.576331     0.66515  0.00688459
         710    0.575563    0.665024  0.00687605
         711    0.574793    0.664897  0.00686755
         712    0.574024    0.664769  0.00685909
         713    0.573256    0.664641  0.00685067
         714    0.572488    0.664512  0.00684229
         715     0.57172    0.664382  0.00683395
         716    0.570954    0.664252  0.00682565
         717     0.57019    0.664121  0.00681739
         718    0.569427    0.663989  0.00680917
         719    0.568667    0.663856  0.00680099
         720    0.567909    0.663723  0.00679285
         721    0.567154    0.663589  0.00678475
         722    0.566403    0.663454  0.00677669
         723    0.565655    0.663319  0.00676867
         724    0.564911    0.663183  0.00676068
         725    0.564171    0.663047  0.00675274
         726    0.563436    0.662909  0.00674483
         727    0.562705    0.662771  0.00673696
         728    0.561979    0.662633  0.00672913
         729    0.561258    0.662494  0.00672133
